vmin_mid,median,lo68,hi68,lo95,hi95
2.616850000000000165e+01,8.305135191897004306e-32,8.058211792872806069e-32,8.628601249048548734e-32,7.834784336925854979e-32,9.091305659043127043e-32
2.696750000000000114e+01,8.303456255600934708e-32,8.053128067032077380e-32,8.627332036542681103e-32,7.834784336925854979e-32,9.091305659043127043e-32
2.776650000000000063e+01,8.291074261708473839e-32,8.050251364573873229e-32,8.603873360053521170e-32,7.829696583750426652e-32,9.043358404132139001e-32
2.856550000000000367e+01,8.285473961343684275e-32,8.048138091444444697e-32,8.561528884611783646e-32,7.829696583750427747e-32,8.986534534403346069e-32
2.936450000000000315e+01,8.276124728845357958e-32,8.039243667426255240e-32,8.548087879375778199e-32,7.824993099875373009e-32,8.961830663398052479e-32
3.016349999999999909e+01,8.257856567885200640e-32,8.034632000471357409e-32,8.531023427323467755e-32,7.824993099875373009e-32,8.913613286673079622e-32
3.096249999999999858e+01,8.251600590308001198e-32,8.032514349051872298e-32,8.529081824468455751e-32,7.824993099875373009e-32,8.913613286673079622e-32
3.176149999999999807e+01,8.244187633698644057e-32,8.031250357915688752e-32,8.520842934693652353e-32,7.824993099875382862e-32,8.881542829800809562e-32
3.256050000000000466e+01,8.240763970530903999e-32,8.031250357915655910e-32,8.518442572002596323e-32,7.824993099875368630e-32,8.881542829800809562e-32
3.335950000000000415e+01,8.231876998687682126e-32,8.014537772519734826e-32,8.491876937580795019e-32,7.821464416302366824e-32,8.852445220362432508e-32
3.415850000000000364e+01,8.214586760726734149e-32,8.008035600240879135e-32,8.478373100004872865e-32,7.818925082820310021e-32,8.848371125856666675e-32
3.495750000000000313e+01,8.210161185433339686e-32,8.004982188225659328e-32,8.467481211650649254e-32,7.815063995712922022e-32,8.842972804269194324e-32
3.575650000000000261e+01,8.203472012060170667e-32,8.002131304207760254e-32,8.453786920771427120e-32,7.815063995712936254e-32,8.781292638354449301e-32
3.655549999999999500e+01,8.192512944028589931e-32,7.997679920093626536e-32,8.444717352244797783e-32,7.815063995712936254e-32,8.708547261671514021e-32
3.735450000000000159e+01,8.186928559813665572e-32,7.990347778779205433e-32,8.430191158721904288e-32,7.788414434775316051e-32,8.647859610463677927e-32
3.815350000000000108e+01,8.182773123454253164e-32,7.986913831678620354e-32,8.427875407197803524e-32,7.788414434775316051e-32,8.628508103016972734e-32
3.895250000000000057e+01,8.172171164149862060e-32,7.981048650575733095e-32,8.412160252878247323e-32,7.788414434775316051e-32,8.580262121734528735e-32
3.975150000000000006e+01,8.168320149008412658e-32,7.974967267085478098e-32,8.402496415309074208e-32,7.784023060682812532e-32,8.572814509997444403e-32
4.055049999999999955e+01,8.161694687558544972e-32,7.969313034422908594e-32,8.401091357314810284e-32,7.784023060682786258e-32,8.568880276254625167e-32
4.134950000000000614e+01,8.157520775580438005e-32,7.957621965292246655e-32,8.390071305574253914e-32,7.782642502334382869e-32,8.563104643218637520e-32
4.214849999999999852e+01,8.155038755146911326e-32,7.946809341664125141e-32,8.386413257859322794e-32,7.782642502334382869e-32,8.563104643218637520e-32
4.294750000000000512e+01,8.152378203565846476e-32,7.946809341664125141e-32,8.383651357184406151e-32,7.782642502334382869e-32,8.563104643218637520e-32
4.374649999999999750e+01,8.143481329008240491e-32,7.945586008607384682e-32,8.367567874499208222e-32,7.770622877617307392e-32,8.557084118814419565e-32
4.454550000000000409e+01,8.142427635253085204e-32,7.944581952592986831e-32,8.366387411673111380e-32,7.770622877617307392e-32,8.548590778458091296e-32
4.534450000000000358e+01,8.140559369345688081e-32,7.941662552297434263e-32,8.366387411673109190e-32,7.753913819381799084e-32,8.548590778458090201e-32
4.614350000000000307e+01,8.138552153878081864e-32,7.935859529593875182e-32,8.359575265971975199e-32,7.741177499816172546e-32,8.548590778458090201e-32
4.694250000000000256e+01,8.133487324519644113e-32,7.932980537740460971e-32,8.359575265971975199e-32,7.734947389671741118e-32,8.548590778458090201e-32
4.774150000000000205e+01,8.125987143983300199e-32,7.921760370504395115e-32,8.353884539866928132e-32,7.734947389671741118e-32,8.548590778458090201e-32
4.854050000000000153e+01,8.108421408771972312e-32,7.895824781325360457e-32,8.337457833920264896e-32,7.625063328047285310e-32,8.530431445037775857e-32
4.933950000000000102e+01,8.100754883547057819e-32,7.888479021092634241e-32,8.331519809763824015e-32,7.603253624333532230e-32,8.530431445037775857e-32
5.013850000000000051e+01,8.096238601102423685e-32,7.881146755501315350e-32,8.327534634157226940e-32,7.575874646900817513e-32,8.514844248570833171e-32
5.093750000000000000e+01,8.089067166250316604e-32,7.873821343869459614e-32,8.325023696541777986e-32,7.567938793682288683e-32,8.514844248570833171e-32
5.173649999999999949e+01,8.081940939592959593e-32,7.860939149538542936e-32,8.323270720136993339e-32,7.553675695152140202e-32,8.510209702212940850e-32
5.253549999999999898e+01,8.074283290530407320e-32,7.843136692629441359e-32,8.311736099233402822e-32,7.496906699094443570e-32,8.496539362224177331e-32
5.333450000000000557e+01,8.066258602672806099e-32,7.830855702211887017e-32,8.304768996693433402e-32,7.481060670186424699e-32,8.483564808455060833e-32
5.413349999999999795e+01,8.039631231818458349e-32,7.805014010520492963e-32,8.284922703667635851e-32,7.399375675405715468e-32,8.463613722938051229e-32
5.493250000000000455e+01,8.031979922474594399e-32,7.772788609640062666e-32,8.272146004914892851e-32,7.353578449482369093e-32,8.435972556607725280e-32
5.573150000000000404e+01,8.031979925740734291e-32,7.772788609640062666e-32,8.272146004914892851e-32,7.353578449482369093e-32,8.435972556607725280e-32
5.653050000000000352e+01,8.031979928791461766e-32,7.772788609640062666e-32,8.272146004914892851e-32,7.353578449482369093e-32,8.435972556607725280e-32
5.732950000000001012e+01,8.031979931636983313e-32,7.772788609640062666e-32,8.272146004914892851e-32,7.353578449482369093e-32,8.435972556607725280e-32
5.812850000000000250e+01,8.031979934256535630e-32,7.772788609640062666e-32,8.272146004914892851e-32,7.353578449482369093e-32,8.435972556607725280e-32
5.892750000000000199e+01,7.996800649567879019e-32,7.644625939140367975e-32,8.221983982823055235e-32,6.963020915185385632e-32,8.387092636798620686e-32
5.972650000000000148e+01,7.996800649567879019e-32,7.644625939140367975e-32,8.221983982823055235e-32,6.963020915185385632e-32,8.387092636798620686e-32
6.052549999999999386e+01,7.996800649567879019e-32,7.644625939140369070e-32,8.221983982823061803e-32,6.963020915185382348e-32,8.387092636798620686e-32
6.132450000000000045e+01,7.996800649567879019e-32,7.644625939140369070e-32,8.221983982823061803e-32,6.963020915185382348e-32,8.387092636798620686e-32
6.212349999999999994e+01,7.996800649567879019e-32,7.633914243944781500e-32,8.221983982823061803e-32,6.933873152240327145e-32,8.387092636798620686e-32
6.292249999999999943e+01,7.996800649567879019e-32,7.633914243944781500e-32,8.221983982823061803e-32,6.911344363389002746e-32,8.387092636798620686e-32
6.372150000000000603e+01,7.996800649567879019e-32,7.633914243944781500e-32,8.221983982823062898e-32,6.911344363389002746e-32,8.387092636798619591e-32
6.452049999999999841e+01,7.987627450719701908e-32,7.605064674952878692e-32,8.215006967032168861e-32,6.799452378112331164e-32,8.387092636798619591e-32
6.531950000000000500e+01,7.987450150964576331e-32,7.594244520722150328e-32,8.214400758054337245e-32,6.750918004044236819e-32,8.387092636798619591e-32
6.611850000000001160e+01,7.981198954925784168e-32,7.547232050134271926e-32,8.208623969495840923e-32,6.342218063071965711e-32,8.387092636798619591e-32
6.691750000000001819e+01,7.940346999339738958e-32,7.364529510775178484e-32,8.184279783563222609e-32,1.742621327431793987e-32,8.371848867106132143e-32
6.771649999999999636e+01,7.891812246760225215e-32,6.769784658413689961e-32,8.166581934715885786e-32,0.000000000000000000e+00,8.345326287274881224e-32
6.851550000000000296e+01,7.825104021815258387e-32,1.290811357818889364e-32,8.143546151247881780e-32,0.000000000000000000e+00,8.332968576912660674e-32
6.931450000000000955e+01,7.722784697322172624e-32,0.000000000000000000e+00,8.116284320976860755e-32,0.000000000000000000e+00,8.329416356275116660e-32
